date,value
2005-12-31,3.2133333333333334
2006-12-31,4.964166666666666
2007-12-31,5.019166666666666
2008-12-31,1.9275
2009-12-31,0.16
2010-12-31,0.17500000000000002
2011-12-31,0.10166666666666667
2012-12-31,0.14
2013-12-31,0.1075
2014-12-31,0.08916666666666667
2015-12-31,0.1325
2016-12-31,0.395
2017-12-31,1.0016666666666667
2018-12-31,1.8316666666666668
2019-12-31,2.158333333333333
2020-12-31,0.3758333333333333
2021-12-31,0.08
2022-12-31,1.6833333333333333
2023-12-31,5.024166666666667
